Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071	110	-36	36	9071
111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101	111	-30	30	9101
112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128	112	-27	27	9128
113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169	113	-41	41	9169
114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206	114	-37	37	9206
115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258	115	-52	52	9258
116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284	116	-26	26	9284
117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306	117	-22	22	9306
118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350	118	-44	44	9350
119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391	119	-140	41	9391
120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417	120	-26	26	9417
121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437	121	-20	20	9437
122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489	122	-151	52	9489
123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507	123	-18	18	9507
124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531	124	-24	24	9531
125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562	125	-31	31	9562
126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594	126	-131	32	9594
127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629	127	-35	35	9629
128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667	128	-137	38	9667
129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686	129	-19	19	9686
130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710	130	-24	24	9710
131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736	131	-26	26	9736
132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767	132	-31	31	9767
133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788	133	-21	21	9788
134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822	134	-133	34	9822
135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842	135	-20	20	9842
136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862	136	-20	20	9862
