Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266	95	-23	23	8266
96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307	96	-140	41	8307
97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339	97	-32	32	8339
98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409	98	-70	70	8409
99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447	99	-38	38	8447
100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464	100	-17	17	8464
101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504	101	-139	40	8504
102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542	102	-137	38	8542
103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576	103	-34	34	8576
104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601	104	-25	25	8601
105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651	105	-248	50	8651
106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698	106	-47	47	8698
107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720	107	-22	22	8720
108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758	108	-38	38	8758
109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790	109	-131	32	8790
110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809	110	-19	19	8809
111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854	111	-45	45	8854
112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881	112	-27	27	8881
113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905	113	-123	24	8905
114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938	114	-132	33	8938
115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975	115	-37	37	8975
116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006	116	-31	31	9006
117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041	117	-35	35	9041
118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073	118	-32	32	9073
119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096	119	-23	23	9096
120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125	120	-29	29	9125
121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147	121	-22	22	9147
122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187	122	-40	40	9187
123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221	123	-34	34	9221
