Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
318	-20	20	16865	318	-20	20	16865	318	-20	20	16865	318	-20	20	16865	318	-20	20	16865	318	-20	20	16865	318	-20	20	16865	318	-20	20	16865	318	-20	20	16865	318	-20	20	16865	318	-20	20	16865	318	-20	20	16865	318	-20	20	16865	318	-20	20	16865	318	-20	20	16865	318	-20	20	16865	318	-20	20	16865	318	-20	20	16865	318	-20	20	16865	318	-20	20	16865	318	-20	20	16865
319	-22	22	16887	319	-22	22	16887	319	-22	22	16887	319	-22	22	16887	319	-22	22	16887	319	-22	22	16887	319	-22	22	16887	319	-22	22	16887	319	-22	22	16887	319	-22	22	16887	319	-22	22	16887	319	-22	22	16887	319	-22	22	16887	319	-22	22	16887	319	-22	22	16887	319	-22	22	16887	319	-22	22	16887	319	-22	22	16887	319	-22	22	16887	319	-22	22	16887	319	-22	22	16887
320	-119	20	16907	320	-119	20	16907	320	-119	20	16907	320	-119	20	16907	320	-119	20	16907	320	-119	20	16907	320	-119	20	16907	320	-119	20	16907	320	-119	20	16907	320	-119	20	16907	320	-119	20	16907	320	-119	20	16907	320	-119	20	16907	320	-119	20	16907	320	-119	20	16907	320	-119	20	16907	320	-119	20	16907	320	-119	20	16907	320	-119	20	16907	320	-119	20	16907	320	-119	20	16907
321	-19	19	16926	321	-19	19	16926	321	-19	19	16926	321	-19	19	16926	321	-19	19	16926	321	-19	19	16926	321	-19	19	16926	321	-19	19	16926	321	-19	19	16926	321	-19	19	16926	321	-19	19	16926	321	-19	19	16926	321	-19	19	16926	321	-19	19	16926	321	-19	19	16926	321	-19	19	16926	321	-19	19	16926	321	-19	19	16926	321	-19	19	16926	321	-19	19	16926	321	-19	19	16926
322	-19	19	16945	322	-19	19	16945	322	-19	19	16945	322	-19	19	16945	322	-19	19	16945	322	-19	19	16945	322	-19	19	16945	322	-19	19	16945	322	-19	19	16945	322	-19	19	16945	322	-19	19	16945	322	-19	19	16945	322	-19	19	16945	322	-19	19	16945	322	-19	19	16945	322	-19	19	16945	322	-19	19	16945	322	-19	19	16945	322	-19	19	16945	322	-19	19	16945	322	-19	19	16945
323	-20	20	16965	323	-20	20	16965	323	-20	20	16965	323	-20	20	16965	323	-20	20	16965	323	-20	20	16965	323	-20	20	16965	323	-20	20	16965	323	-20	20	16965	323	-20	20	16965	323	-20	20	16965	323	-20	20	16965	323	-20	20	16965	323	-20	20	16965	323	-20	20	16965	323	-20	20	16965	323	-20	20	16965	323	-20	20	16965	323	-20	20	16965	323	-20	20	16965	323	-20	20	16965
324	-17	17	16982	324	-17	17	16982	324	-17	17	16982	324	-17	17	16982	324	-17	17	16982	324	-17	17	16982	324	-17	17	16982	324	-17	17	16982	324	-17	17	16982	324	-17	17	16982	324	-17	17	16982	324	-17	17	16982	324	-17	17	16982	324	-17	17	16982	324	-17	17	16982	324	-17	17	16982	324	-17	17	16982	324	-17	17	16982	324	-17	17	16982	324	-17	17	16982	324	-17	17	16982
325	-17	17	16999	325	-17	17	16999	325	-17	17	16999	325	-17	17	16999	325	-17	17	16999	325	-17	17	16999	325	-17	17	16999	325	-17	17	16999	325	-17	17	16999	325	-17	17	16999	325	-17	17	16999	325	-17	17	16999	325	-17	17	16999	325	-17	17	16999	325	-17	17	16999	325	-17	17	16999	325	-17	17	16999	325	-17	17	16999	325	-17	17	16999	325	-17	17	16999	325	-17	17	16999
326	-17	17	17016	326	-17	17	17016	326	-17	17	17016	326	-17	17	17016	326	-17	17	17016	326	-17	17	17016	326	-17	17	17016	326	-17	17	17016	326	-17	17	17016	326	-17	17	17016	326	-17	17	17016	326	-17	17	17016	326	-17	17	17016	326	-17	17	17016	326	-17	17	17016	326	-17	17	17016	326	-17	17	17016	326	-17	17	17016	326	-17	17	17016	326	-17	17	17016	326	-17	17	17016
327	-17	17	17033	327	-17	17	17033	327	-17	17	17033	327	-17	17	17033	327	-17	17	17033	327	-17	17	17033	327	-17	17	17033	327	-17	17	17033	327	-17	17	17033	327	-17	17	17033	327	-17	17	17033	327	-17	17	17033	327	-17	17	17033	327	-17	17	17033	327	-17	17	17033	327	-17	17	17033	327	-17	17	17033	327	-17	17	17033	327	-17	17	17033	327	-17	17	17033	327	-17	17	17033
328	-19	19	17052	328	-19	19	17052	328	-19	19	17052	328	-19	19	17052	328	-19	19	17052	328	-19	19	17052	328	-19	19	17052	328	-19	19	17052	328	-19	19	17052	328	-19	19	17052	328	-19	19	17052	328	-19	19	17052	328	-19	19	17052	328	-19	19	17052	328	-19	19	17052	328	-19	19	17052	328	-19	19	17052	328	-19	19	17052	328	-19	19	17052	328	-19	19	17052	328	-19	19	17052
329	-117	18	17070	329	-117	18	17070	329	-117	18	17070	329	-117	18	17070	329	-117	18	17070	329	-117	18	17070	329	-117	18	17070	329	-117	18	17070	329	-117	18	17070	329	-117	18	17070	329	-117	18	17070	329	-117	18	17070	329	-117	18	17070	329	-117	18	17070	329	-117	18	17070	329	-117	18	17070	329	-117	18	17070	329	-117	18	17070	329	-117	18	17070	329	-117	18	17070	329	-117	18	17070
330	-21	21	17091	330	-21	21	17091	330	-21	21	17091	330	-21	21	17091	330	-21	21	17091	330	-21	21	17091	330	-21	21	17091	330	-21	21	17091	330	-21	21	17091	330	-21	21	17091	330	-21	21	17091	330	-21	21	17091	330	-21	21	17091	330	-21	21	17091	330	-21	21	17091	330	-21	21	17091	330	-21	21	17091	330	-21	21	17091	330	-21	21	17091	330	-21	21	17091	330	-21	21	17091
331	-17	17	17108	331	-17	17	17108	331	-17	17	17108	331	-17	17	17108	331	-17	17	17108	331	-17	17	17108	331	-17	17	17108	331	-17	17	17108	331	-17	17	17108	331	-17	17	17108	331	-17	17	17108	331	-17	17	17108	331	-17	17	17108	331	-17	17	17108	331	-17	17	17108	331	-17	17	17108	331	-17	17	17108	331	-17	17	17108	331	-17	17	17108	331	-17	17	17108	331	-17	17	17108
332	-19	19	17127	332	-19	19	17127	332	-19	19	17127	332	-19	19	17127	332	-19	19	17127	332	-19	19	17127	332	-19	19	17127	332	-19	19	17127	332	-19	19	17127	332	-19	19	17127	332	-19	19	17127	332	-19	19	17127	332	-19	19	17127	332	-19	19	17127	332	-19	19	17127	332	-19	19	17127	332	-19	19	17127	332	-19	19	17127	332	-19	19	17127	332	-19	19	17127	332	-19	19	17127
333	-19	19	17146	333	-19	19	17146	333	-19	19	17146	333	-19	19	17146	333	-19	19	17146	333	-19	19	17146	333	-19	19	17146	333	-19	19	17146	333	-19	19	17146	333	-19	19	17146	333	-19	19	17146	333	-19	19	17146	333	-19	19	17146	333	-19	19	17146	333	-19	19	17146	333	-19	19	17146	333	-19	19	17146	333	-19	19	17146	333	-19	19	17146	333	-19	19	17146	333	-19	19	17146
334	-18	18	17164	334	-18	18	17164	334	-18	18	17164	334	-18	18	17164	334	-18	18	17164	334	-18	18	17164	334	-18	18	17164	334	-18	18	17164	334	-18	18	17164	334	-18	18	17164	334	-18	18	17164	334	-18	18	17164	334	-18	18	17164	334	-18	18	17164	334	-18	18	17164	334	-18	18	17164	334	-18	18	17164	334	-18	18	17164	334	-18	18	17164	334	-18	18	17164	334	-18	18	17164
335	-20	20	17184	335	-20	20	17184	335	-20	20	17184	335	-20	20	17184	335	-20	20	17184	335	-20	20	17184	335	-20	20	17184	335	-20	20	17184	335	-20	20	17184	335	-20	20	17184	335	-20	20	17184	335	-20	20	17184	335	-20	20	17184	335	-20	20	17184	335	-20	20	17184	335	-20	20	17184	335	-20	20	17184	335	-20	20	17184	335	-20	20	17184	335	-20	20	17184	335	-20	20	17184
336	-17	17	17201	336	-17	17	17201	336	-17	17	17201	336	-17	17	17201	336	-17	17	17201	336	-17	17	17201	336	-17	17	17201	336	-17	17	17201	336	-17	17	17201	336	-17	17	17201	336	-17	17	17201	336	-17	17	17201	336	-17	17	17201	336	-17	17	17201	336	-17	17	17201	336	-17	17	17201	336	-17	17	17201	336	-17	17	17201	336	-17	17	17201	336	-17	17	17201	336	-17	17	17201
337	-18	18	17219	337	-18	18	17219	337	-18	18	17219	337	-18	18	17219	337	-18	18	17219	337	-18	18	17219	337	-18	18	17219	337	-18	18	17219	337	-18	18	17219	337	-18	18	17219	337	-18	18	17219	337	-18	18	17219	337	-18	18	17219	337	-18	18	17219	337	-18	18	17219	337	-18	18	17219	337	-18	18	17219	337	-18	18	17219	337	-18	18	17219	337	-18	18	17219	337	-18	18	17219
338	-17	17	17236	338	-17	17	17236	338	-17	17	17236	338	-17	17	17236	338	-17	17	17236	338	-17	17	17236	338	-17	17	17236	338	-17	17	17236	338	-17	17	17236	338	-17	17	17236	338	-17	17	17236	338	-17	17	17236	338	-17	17	17236	338	-17	17	17236	338	-17	17	17236	338	-17	17	17236	338	-17	17	17236	338	-17	17	17236	338	-17	17	17236	338	-17	17	17236	338	-17	17	17236
339	-24	24	17260	339	-24	24	17260	339	-24	24	17260	339	-24	24	17260	339	-24	24	17260	339	-24	24	17260	339	-24	24	17260	339	-24	24	17260	339	-24	24	17260	339	-24	24	17260	339	-24	24	17260	339	-24	24	17260	339	-24	24	17260	339	-24	24	17260	339	-24	24	17260	339	-24	24	17260	339	-24	24	17260	339	-24	24	17260	339	-24	24	17260	339	-24	24	17260	339	-24	24	17260
340	-17	17	17277	340	-17	17	17277	340	-17	17	17277	340	-17	17	17277	340	-17	17	17277	340	-17	17	17277	340	-17	17	17277	340	-17	17	17277	340	-17	17	17277	340	-17	17	17277	340	-17	17	17277	340	-17	17	17277	340	-17	17	17277	340	-17	17	17277	340	-17	17	17277	340	-17	17	17277	340	-17	17	17277	340	-17	17	17277	340	-17	17	17277	340	-17	17	17277	340	-17	17	17277
341	-17	17	17294	341	-17	17	17294	341	-17	17	17294	341	-17	17	17294	341	-17	17	17294	341	-17	17	17294	341	-17	17	17294	341	-17	17	17294	341	-17	17	17294	341	-17	17	17294	341	-17	17	17294	341	-17	17	17294	341	-17	17	17294	341	-17	17	17294	341	-17	17	17294	341	-17	17	17294	341	-17	17	17294	341	-17	17	17294	341	-17	17	17294	341	-17	17	17294	341	-17	17	17294
342	-17	17	17311	342	-17	17	17311	342	-17	17	17311	342	-17	17	17311	342	-17	17	17311	342	-17	17	17311	342	-17	17	17311	342	-17	17	17311	342	-17	17	17311	342	-17	17	17311	342	-17	17	17311	342	-17	17	17311	342	-17	17	17311	342	-17	17	17311	342	-17	17	17311	342	-17	17	17311	342	-17	17	17311	342	-17	17	17311	342	-17	17	17311	342	-17	17	17311	342	-17	17	17311
343	-21	21	17332	343	-21	21	17332	343	-21	21	17332	343	-21	21	17332	343	-21	21	17332	343	-21	21	17332	343	-21	21	17332	343	-21	21	17332	343	-21	21	17332	343	-21	21	17332	343	-21	21	17332	343	-21	21	17332	343	-21	21	17332	343	-21	21	17332	343	-21	21	17332	343	-21	21	17332	343	-21	21	17332	343	-21	21	17332	343	-21	21	17332	343	-21	21	17332	343	-21	21	17332
344	-19	19	17351	344	-19	19	17351	344	-19	19	17351	344	-19	19	17351	344	-19	19	17351	344	-19	19	17351	344	-19	19	17351	344	-19	19	17351	344	-19	19	17351	344	-19	19	17351	344	-19	19	17351	344	-19	19	17351	344	-19	19	17351	344	-19	19	17351	344	-19	19	17351	344	-19	19	17351	344	-19	19	17351	344	-19	19	17351	344	-19	19	17351	344	-19	19	17351	344	-19	19	17351
345	-17	17	17368	345	-17	17	17368	345	-17	17	17368	345	-17	17	17368	345	-17	17	17368	345	-17	17	17368	345	-17	17	17368	345	-17	17	17368	345	-17	17	17368	345	-17	17	17368	345	-17	17	17368	345	-17	17	17368	345	-17	17	17368	345	-17	17	17368	345	-17	17	17368	345	-17	17	17368	345	-17	17	17368	345	-17	17	17368	345	-17	17	17368	345	-17	17	17368	345	-17	17	17368
346	-17	17	17385	346	-17	17	17385	346	-17	17	17385	346	-17	17	17385	346	-17	17	17385	346	-17	17	17385	346	-17	17	17385	346	-17	17	17385	346	-17	17	17385	346	-17	17	17385	346	-17	17	17385	346	-17	17	17385	346	-17	17	17385	346	-17	17	17385	346	-17	17	17385	346	-17	17	17385	346	-17	17	17385	346	-17	17	17385	346	-17	17	17385	346	-17	17	17385	346	-17	17	17385
347	-17	17	17402	347	-17	17	17402	347	-17	17	17402	347	-17	17	17402	347	-17	17	17402	347	-17	17	17402	347	-17	17	17402	347	-17	17	17402	347	-17	17	17402	347	-17	17	17402	347	-17	17	17402	347	-17	17	17402	347	-17	17	17402	347	-17	17	17402	347	-17	17	17402	347	-17	17	17402	347	-17	17	17402	347	-17	17	17402	347	-17	17	17402	347	-17	17	17402	347	-17	17	17402
348	-18	18	17420	348	-18	18	17420	348	-18	18	17420	348	-18	18	17420	348	-18	18	17420	348	-18	18	17420	348	-18	18	17420	348	-18	18	17420	348	-18	18	17420	348	-18	18	17420	348	-18	18	17420	348	-18	18	17420	348	-18	18	17420	348	-18	18	17420	348	-18	18	17420	348	-18	18	17420	348	-18	18	17420	348	-18	18	17420	348	-18	18	17420	348	-18	18	17420	348	-18	18	17420
349	-21	21	17441	349	-21	21	17441	349	-21	21	17441	349	-21	21	17441	349	-21	21	17441	349	-21	21	17441	349	-21	21	17441	349	-21	21	17441	349	-21	21	17441	349	-21	21	17441	349	-21	21	17441	349	-21	21	17441	349	-21	21	17441	349	-21	21	17441	349	-21	21	17441	349	-21	21	17441	349	-21	21	17441	349	-21	21	17441	349	-21	21	17441	349	-21	21	17441	349	-21	21	17441
350	-20	20	17461	350	-20	20	17461	350	-20	20	17461	350	-20	20	17461	350	-20	20	17461	350	-20	20	17461	350	-20	20	17461	350	-20	20	17461	350	-20	20	17461	350	-20	20	17461	350	-20	20	17461	350	-20	20	17461	350	-20	20	17461	350	-20	20	17461	350	-20	20	17461	350	-20	20	17461	350	-20	20	17461	350	-20	20	17461	350	-20	20	17461	350	-20	20	17461	350	-20	20	17461
351	-21	21	17482	351	-21	21	17482	351	-21	21	17482	351	-21	21	17482	351	-21	21	17482	351	-21	21	17482	351	-21	21	17482	351	-21	21	17482	351	-21	21	17482	351	-21	21	17482	351	-21	21	17482	351	-21	21	17482	351	-21	21	17482	351	-21	21	17482	351	-21	21	17482	351	-21	21	17482	351	-21	21	17482	351	-21	21	17482	351	-21	21	17482	351	-21	21	17482	351	-21	21	17482
352	-17	17	17499	352	-17	17	17499	352	-17	17	17499	352	-17	17	17499	352	-17	17	17499	352	-17	17	17499	352	-17	17	17499	352	-17	17	17499	352	-17	17	17499	352	-17	17	17499	352	-17	17	17499	352	-17	17	17499	352	-17	17	17499	352	-17	17	17499	352	-17	17	17499	352	-17	17	17499	352	-17	17	17499	352	-17	17	17499	352	-17	17	17499	352	-17	17	17499	352	-17	17	17499
353	-21	21	17520	353	-21	21	17520	353	-21	21	17520	353	-21	21	17520	353	-21	21	17520	353	-21	21	17520	353	-21	21	17520	353	-21	21	17520	353	-21	21	17520	353	-21	21	17520	353	-21	21	17520	353	-21	21	17520	353	-21	21	17520	353	-21	21	17520	353	-21	21	17520	353	-21	21	17520	353	-21	21	17520	353	-21	21	17520	353	-21	21	17520	353	-21	21	17520	353	-21	21	17520
354	-19	19	17539	354	-19	19	17539	354	-19	19	17539	354	-19	19	17539	354	-19	19	17539	354	-19	19	17539	354	-19	19	17539	354	-19	19	17539	354	-19	19	17539	354	-19	19	17539	354	-19	19	17539	354	-19	19	17539	354	-19	19	17539	354	-19	19	17539	354	-19	19	17539	354	-19	19	17539	354	-19	19	17539	354	-19	19	17539	354	-19	19	17539	354	-19	19	17539	354	-19	19	17539
355	-17	17	17556	355	-17	17	17556	355	-17	17	17556	355	-17	17	17556	355	-17	17	17556	355	-17	17	17556	355	-17	17	17556	355	-17	17	17556	355	-17	17	17556	355	-17	17	17556	355	-17	17	17556	355	-17	17	17556	355	-17	17	17556	355	-17	17	17556	355	-17	17	17556	355	-17	17	17556	355	-17	17	17556	355	-17	17	17556	355	-17	17	17556	355	-17	17	17556	355	-17	17	17556
356	-19	19	17575	356	-19	19	17575	356	-19	19	17575	356	-19	19	17575	356	-19	19	17575	356	-19	19	17575	356	-19	19	17575	356	-19	19	17575	356	-19	19	17575	356	-19	19	17575	356	-19	19	17575	356	-19	19	17575	356	-19	19	17575	356	-19	19	17575	356	-19	19	17575	356	-19	19	17575	356	-19	19	17575	356	-19	19	17575	356	-19	19	17575	356	-19	19	17575	356	-19	19	17575
357	-18	18	17593	357	-18	18	17593	357	-18	18	17593	357	-18	18	17593	357	-18	18	17593	357	-18	18	17593	357	-18	18	17593	357	-18	18	17593	357	-18	18	17593	357	-18	18	17593	357	-18	18	17593	357	-18	18	17593	357	-18	18	17593	357	-18	18	17593	357	-18	18	17593	357	-18	18	17593	357	-18	18	17593	357	-18	18	17593	357	-18	18	17593	357	-18	18	17593	357	-18	18	17593
358	-21	21	17614	358	-21	21	17614	358	-21	21	17614	358	-21	21	17614	358	-21	21	17614	358	-21	21	17614	358	-21	21	17614	358	-21	21	17614	358	-21	21	17614	358	-21	21	17614	358	-21	21	17614	358	-21	21	17614	358	-21	21	17614	358	-21	21	17614	358	-21	21	17614	358	-21	21	17614	358	-21	21	17614	358	-21	21	17614	358	-21	21	17614	358	-21	21	17614	358	-21	21	17614
359	-18	18	17632	359	-18	18	17632	359	-18	18	17632	359	-18	18	17632	359	-18	18	17632	359	-18	18	17632	359	-18	18	17632	359	-18	18	17632	359	-18	18	17632	359	-18	18	17632	359	-18	18	17632	359	-18	18	17632	359	-18	18	17632	359	-18	18	17632	359	-18	18	17632	359	-18	18	17632	359	-18	18	17632	359	-18	18	17632	359	-18	18	17632	359	-18	18	17632	359	-18	18	17632
360	-17	17	17649	360	-17	17	17649	360	-17	17	17649	360	-17	17	17649	360	-17	17	17649	360	-17	17	17649	360	-17	17	17649	360	-17	17	17649	360	-17	17	17649	360	-17	17	17649	360	-17	17	17649	360	-17	17	17649	360	-17	17	17649	360	-17	17	17649	360	-17	17	17649	360	-17	17	17649	360	-17	17	17649	360	-17	17	17649	360	-17	17	17649	360	-17	17	17649	360	-17	17	17649
361	-17	17	17666	361	-17	17	17666	361	-17	17	17666	361	-17	17	17666	361	-17	17	17666	361	-17	17	17666	361	-17	17	17666	361	-17	17	17666	361	-17	17	17666	361	-17	17	17666	361	-17	17	17666	361	-17	17	17666	361	-17	17	17666	361	-17	17	17666	361	-17	17	17666	361	-17	17	17666	361	-17	17	17666	361	-17	17	17666	361	-17	17	17666	361	-17	17	17666	361	-17	17	17666
362	-17	17	17683	362	-17	17	17683	362	-17	17	17683	362	-17	17	17683	362	-17	17	17683	362	-17	17	17683	362	-17	17	17683	362	-17	17	17683	362	-17	17	17683	362	-17	17	17683	362	-17	17	17683	362	-17	17	17683	362	-17	17	17683	362	-17	17	17683	362	-17	17	17683	362	-17	17	17683	362	-17	17	17683	362	-17	17	17683	362	-17	17	17683	362	-17	17	17683	362	-17	17	17683
363	-19	19	17702	363	-19	19	17702	363	-19	19	17702	363	-19	19	17702	363	-19	19	17702	363	-19	19	17702	363	-19	19	17702	363	-19	19	17702	363	-19	19	17702	363	-19	19	17702	363	-19	19	17702	363	-19	19	17702	363	-19	19	17702	363	-19	19	17702	363	-19	19	17702	363	-19	19	17702	363	-19	19	17702	363	-19	19	17702	363	-19	19	17702	363	-19	19	17702	363	-19	19	17702
364	-28	28	17730	364	-28	28	17730	364	-28	28	17730	364	-28	28	17730	364	-28	28	17730	364	-28	28	17730	364	-28	28	17730	364	-28	28	17730	364	-28	28	17730	364	-28	28	17730	364	-28	28	17730	364	-28	28	17730	364	-28	28	17730	364	-28	28	17730	364	-28	28	17730	364	-28	28	17730	364	-28	28	17730	364	-28	28	17730	364	-28	28	17730	364	-28	28	17730	364	-28	28	17730
365	-18	18	17748	365	-18	18	17748	365	-18	18	17748	365	-18	18	17748	365	-18	18	17748	365	-18	18	17748	365	-18	18	17748	365	-18	18	17748	365	-18	18	17748	365	-18	18	17748	365	-18	18	17748	365	-18	18	17748	365	-18	18	17748	365	-18	18	17748	365	-18	18	17748	365	-18	18	17748	365	-18	18	17748	365	-18	18	17748	365	-18	18	17748	365	-18	18	17748	365	-18	18	17748
366	-20	20	17768	366	-20	20	17768	366	-20	20	17768	366	-20	20	17768	366	-20	20	17768	366	-20	20	17768	366	-20	20	17768	366	-20	20	17768	366	-20	20	17768	366	-20	20	17768	366	-20	20	17768	366	-20	20	17768	366	-20	20	17768	366	-20	20	17768	366	-20	20	17768	366	-20	20	17768	366	-20	20	17768	366	-20	20	17768	366	-20	20	17768	366	-20	20	17768	366	-20	20	17768
367	-18	18	17786	367	-18	18	17786	367	-18	18	17786	367	-18	18	17786	367	-18	18	17786	367	-18	18	17786	367	-18	18	17786	367	-18	18	17786	367	-18	18	17786	367	-18	18	17786	367	-18	18	17786	367	-18	18	17786	367	-18	18	17786	367	-18	18	17786	367	-18	18	17786	367	-18	18	17786	367	-18	18	17786	367	-18	18	17786	367	-18	18	17786	367	-18	18	17786	367	-18	18	17786
368	-17	17	17803	368	-17	17	17803	368	-17	17	17803	368	-17	17	17803	368	-17	17	17803	368	-17	17	17803	368	-17	17	17803	368	-17	17	17803	368	-17	17	17803	368	-17	17	17803	368	-17	17	17803	368	-17	17	17803	368	-17	17	17803	368	-17	17	17803	368	-17	17	17803	368	-17	17	17803	368	-17	17	17803	368	-17	17	17803	368	-17	17	17803	368	-17	17	17803	368	-17	17	17803
369	-18	18	17821	369	-18	18	17821	369	-18	18	17821	369	-18	18	17821	369	-18	18	17821	369	-18	18	17821	369	-18	18	17821	369	-18	18	17821	369	-18	18	17821	369	-18	18	17821	369	-18	18	17821	369	-18	18	17821	369	-18	18	17821	369	-18	18	17821	369	-18	18	17821	369	-18	18	17821	369	-18	18	17821	369	-18	18	17821	369	-18	18	17821	369	-18	18	17821	369	-18	18	17821
370	-22	22	17843	370	-22	22	17843	370	-22	22	17843	370	-22	22	17843	370	-22	22	17843	370	-22	22	17843	370	-22	22	17843	370	-22	22	17843	370	-22	22	17843	370	-22	22	17843	370	-22	22	17843	370	-22	22	17843	370	-22	22	17843	370	-22	22	17843	370	-22	22	17843	370	-22	22	17843	370	-22	22	17843	370	-22	22	17843	370	-22	22	17843	370	-22	22	17843	370	-22	22	17843
371	-17	17	17860	371	-17	17	17860	371	-17	17	17860	371	-17	17	17860	371	-17	17	17860	371	-17	17	17860	371	-17	17	17860	371	-17	17	17860	371	-17	17	17860	371	-17	17	17860	371	-17	17	17860	371	-17	17	17860	371	-17	17	17860	371	-17	17	17860	371	-17	17	17860	371	-17	17	17860	371	-17	17	17860	371	-17	17	17860	371	-17	17	17860	371	-17	17	17860	371	-17	17	17860
372	-18	18	17878	372	-18	18	17878	372	-18	18	17878	372	-18	18	17878	372	-18	18	17878	372	-18	18	17878	372	-18	18	17878	372	-18	18	17878	372	-18	18	17878	372	-18	18	17878	372	-18	18	17878	372	-18	18	17878	372	-18	18	17878	372	-18	18	17878	372	-18	18	17878	372	-18	18	17878	372	-18	18	17878	372	-18	18	17878	372	-18	18	17878	372	-18	18	17878	372	-18	18	17878
373	-21	21	17899	373	-21	21	17899	373	-21	21	17899	373	-21	21	17899	373	-21	21	17899	373	-21	21	17899	373	-21	21	17899	373	-21	21	17899	373	-21	21	17899	373	-21	21	17899	373	-21	21	17899	373	-21	21	17899	373	-21	21	17899	373	-21	21	17899	373	-21	21	17899	373	-21	21	17899	373	-21	21	17899	373	-21	21	17899	373	-21	21	17899	373	-21	21	17899	373	-21	21	17899
374	-19	19	17918	374	-19	19	17918	374	-19	19	17918	374	-19	19	17918	374	-19	19	17918	374	-19	19	17918	374	-19	19	17918	374	-19	19	17918	374	-19	19	17918	374	-19	19	17918	374	-19	19	17918	374	-19	19	17918	374	-19	19	17918	374	-19	19	17918	374	-19	19	17918	374	-19	19	17918	374	-19	19	17918	374	-19	19	17918	374	-19	19	17918	374	-19	19	17918	374	-19	19	17918
375	-18	18	17936	375	-18	18	17936	375	-18	18	17936	375	-18	18	17936	375	-18	18	17936	375	-18	18	17936	375	-18	18	17936	375	-18	18	17936	375	-18	18	17936	375	-18	18	17936	375	-18	18	17936	375	-18	18	17936	375	-18	18	17936	375	-18	18	17936	375	-18	18	17936	375	-18	18	17936	375	-18	18	17936	375	-18	18	17936	375	-18	18	17936	375	-18	18	17936	375	-18	18	17936
376	-117	18	17954	376	-117	18	17954	376	-117	18	17954	376	-117	18	17954	376	-117	18	17954	376	-117	18	17954	376	-117	18	17954	376	-117	18	17954	376	-117	18	17954	376	-117	18	17954	376	-117	18	17954	376	-117	18	17954	376	-117	18	17954	376	-117	18	17954	376	-117	18	17954	376	-117	18	17954	376	-117	18	17954	376	-117	18	17954	376	-117	18	17954	376	-117	18	17954	376	-117	18	17954
377	-23	23	17977	377	-23	23	17977	377	-23	23	17977	377	-23	23	17977	377	-23	23	17977	377	-23	23	17977	377	-23	23	17977	377	-23	23	17977	377	-23	23	17977	377	-23	23	17977	377	-23	23	17977	377	-23	23	17977	377	-23	23	17977	377	-23	23	17977	377	-23	23	17977	377	-23	23	17977	377	-23	23	17977	377	-23	23	17977	377	-23	23	17977	377	-23	23	17977	377	-23	23	17977
378	-18	18	17995	378	-18	18	17995	378	-18	18	17995	378	-18	18	17995	378	-18	18	17995	378	-18	18	17995	378	-18	18	17995	378	-18	18	17995	378	-18	18	17995	378	-18	18	17995	378	-18	18	17995	378	-18	18	17995	378	-18	18	17995	378	-18	18	17995	378	-18	18	17995	378	-18	18	17995	378	-18	18	17995	378	-18	18	17995	378	-18	18	17995	378	-18	18	17995	378	-18	18	17995
379	-17	17	18012	379	-17	17	18012	379	-17	17	18012	379	-17	17	18012	379	-17	17	18012	379	-17	17	18012	379	-17	17	18012	379	-17	17	18012	379	-17	17	18012	379	-17	17	18012	379	-17	17	18012	379	-17	17	18012	379	-17	17	18012	379	-17	17	18012	379	-17	17	18012	379	-17	17	18012	379	-17	17	18012	379	-17	17	18012	379	-17	17	18012	379	-17	17	18012	379	-17	17	18012
380	-19	19	18031	380	-19	19	18031	380	-19	19	18031	380	-19	19	18031	380	-19	19	18031	380	-19	19	18031	380	-19	19	18031	380	-19	19	18031	380	-19	19	18031	380	-19	19	18031	380	-19	19	18031	380	-19	19	18031	380	-19	19	18031	380	-19	19	18031	380	-19	19	18031	380	-19	19	18031	380	-19	19	18031	380	-19	19	18031	380	-19	19	18031	380	-19	19	18031	380	-19	19	18031
381	-23	23	18054	381	-23	23	18054	381	-23	23	18054	381	-23	23	18054	381	-23	23	18054	381	-23	23	18054	381	-23	23	18054	381	-23	23	18054	381	-23	23	18054	381	-23	23	18054	381	-23	23	18054	381	-23	23	18054	381	-23	23	18054	381	-23	23	18054	381	-23	23	18054	381	-23	23	18054	381	-23	23	18054	381	-23	23	18054	381	-23	23	18054	381	-23	23	18054	381	-23	23	18054
