Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605	150	-19	19	6605
151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629	151	-24	24	6629
152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650	152	-21	21	6650
153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674	153	-24	24	6674
154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700	154	-26	26	6700
155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720	155	-20	20	6720
156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738	156	-18	18	6738
157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757	157	-19	19	6757
158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776	158	-19	19	6776
159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797	159	-21	21	6797
160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817	160	-20	20	6817
161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840	161	-23	23	6840
162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864	162	-24	24	6864
163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883	163	-19	19	6883
164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900	164	-17	17	6900
165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921	165	-21	21	6921
166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938	166	-17	17	6938
167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957	167	-19	19	6957
168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980	168	-23	23	6980
169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998	169	-18	18	6998
170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015	170	-17	17	7015
171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040	171	-25	25	7040
172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061	172	-21	21	7061
173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079	173	-18	18	7079
174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097	174	-18	18	7097
175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116	175	-19	19	7116
