Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917	115	-17	17	5917
116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941	116	-24	24	5941
117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964	117	-23	23	5964
118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987	118	-23	23	5987
119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013	119	-26	26	6013
120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038	120	-25	25	6038
121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057	121	-19	19	6057
122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085	122	-28	28	6085
123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110	123	-25	25	6110
124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135	124	-25	25	6135
125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152	125	-17	17	6152
126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173	126	-120	21	6173
127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194	127	-21	21	6194
128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242	128	-147	48	6242
129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260	129	-18	18	6260
130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280	130	-119	20	6280
131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303	131	-23	23	6303
132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320	132	-17	17	6320
133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340	133	-20	20	6340
134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366	134	-26	26	6366
135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387	135	-21	21	6387
136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405	136	-18	18	6405
137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426	137	-21	21	6426
138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445	138	-19	19	6445
139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462	139	-17	17	6462
140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486	140	-24	24	6486
141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503	141	-17	17	6503
142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524	142	-21	21	6524
